provinceEnglishName,cityEnglishName,city_zipCode,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,updateTime
Gansu,Lanzhou,620100.0,36,0,22,2,2020-02-18 22:52:38.128
Gansu,Pingliang,620800.0,9,0,3,0,2020-02-18 22:52:38.128
Gansu,Gannan,623000.0,8,0,4,0,2020-02-18 22:52:38.128
Gansu,Baiyin,620400.0,4,0,1,0,2020-02-18 22:52:38.128
Gansu,Tianshui,620500.0,12,0,11,0,2020-02-18 22:52:38.128
Gansu,Dingxi,621100.0,9,0,8,0,2020-02-18 22:52:38.128
Gansu,Qingyang,621000.0,3,0,2,0,2020-02-18 22:52:38.128
Gansu,Longnan,621200.0,4,0,4,0,2020-02-18 22:52:38.128
Gansu,Linxia,622900.0,3,0,3,0,2020-02-18 22:52:38.128
Gansu,Zhangye,620700.0,2,0,2,0,2020-02-18 22:52:38.128
Gansu,Jinchang,620300.0,1,0,1,0,2020-02-18 22:52:38.128
Gansu,Area not defined,0.0,0,0,1,0,2020-02-18 22:52:38.128
Shanxi,Jinzhong,140700.0,36,0,15,0,2020-02-18 22:42:22.018
Shanxi,Taiyuan,140100.0,19,0,8,0,2020-02-18 22:42:22.018
Shanxi,Jincheng,140500.0,9,0,2,0,2020-02-18 22:42:22.018
Shanxi,Changzhi,140400.0,8,0,1,0,2020-02-18 22:42:22.018
Shanxi,Datong,140200.0,12,0,6,0,2020-02-18 22:42:22.018
Shanxi,Shuozhou,140600.0,8,0,2,0,2020-02-18 22:42:22.018
Shanxi,Yuncheng,140800.0,19,0,14,0,2020-02-18 22:42:22.018
Shanxi,Xinzhou,140900.0,7,0,4,0,2020-02-18 22:42:22.018
Shanxi,Yangquan,140300.0,4,0,1,0,2020-02-18 22:42:22.018
Shanxi,Linfen,141000.0,2,0,1,0,2020-02-18 22:42:22.018
Shanxi,Lüliang,141100.0,6,0,6,0,2020-02-18 22:42:22.018
Henan,Xinyang,411500.0,266,0,84,2,2020-02-18 22:18:43.181
Henan,Nanyang,411300.0,155,0,65,2,2020-02-18 22:18:43.181
Henan,Zhengzhou,410100.0,154,0,77,0,2020-02-18 22:18:43.181
Henan,Zhumadian,411700.0,139,0,79,0,2020-02-18 22:18:43.181
Henan,Zhoukou,411600.0,76,0,32,0,2020-02-18 22:18:43.181
Henan,Shangqiu,411400.0,91,0,46,3,2020-02-18 22:18:43.181
Henan,Xinxiang,410700.0,57,0,21,2,2020-02-18 22:18:43.181
Henan,Pingdingshan,410400.0,58,0,27,1,2020-02-18 22:18:43.181
Henan,Xuchang,411000.0,38,0,11,0,2020-02-18 22:18:43.181
Henan,Anyang,410500.0,52,0,26,0,2020-02-18 22:18:43.181
Henan,Jiaozuo,410800.0,32,0,7,1,2020-02-18 22:18:43.181
Henan,Luohe,411100.0,34,0,13,0,2020-02-18 22:18:43.181
Henan,Luoyang,410300.0,31,0,12,1,2020-02-18 22:18:43.181
Henan,Kaifeng,410200.0,26,0,9,0,2020-02-18 22:18:43.181
Henan,Hebi,410600.0,19,0,5,0,2020-02-18 22:18:43.181
Henan,Puyang,410900.0,17,0,4,0,2020-02-18 22:18:43.181
Henan,Jiyuan,419001.0,5,0,0,0,2020-02-18 22:18:43.181
Henan,Sanmenxia,411200.0,7,0,4,0,2020-02-18 22:18:43.181
Henan,Area not defined,0.0,0,0,0,7,2020-02-18 22:18:43.181
Shaanxi,Xi'an,610100.0,117,0,40,0,2020-02-18 22:18:43.181
Shaanxi,Hanzhong,610700.0,25,0,5,0,2020-02-18 22:18:43.181
Shaanxi,Ankang,610900.0,25,0,10,0,2020-02-18 22:18:43.181
Shaanxi,Weinan,610500.0,15,0,3,0,2020-02-18 22:18:43.181
Shaanxi,Xianyang,610400.0,17,0,7,0,2020-02-18 22:18:43.181
Shaanxi,Shangluo,611000.0,7,0,2,0,2020-02-18 22:18:43.181
Shaanxi,Baoji,610300.0,13,0,9,0,2020-02-18 22:18:43.181
Shaanxi,Tongchuan,610200.0,8,0,4,0,2020-02-18 22:18:43.181
Shaanxi,Yan'an,610600.0,8,0,6,0,2020-02-18 22:18:43.181
Shaanxi,Yulin,610800.0,3,0,1,0,2020-02-18 22:18:43.181
Shaanxi,Yangling District in Xianyang,0.0,1,0,0,0,2020-02-18 22:18:43.181
Shaanxi,Hancheng,610581.0,1,0,1,0,2020-02-18 22:18:43.181
Shaanxi,Area not defined,0.0,0,0,1,0,2020-02-18 22:18:43.181
Tianjin,Baodi District,120115.0,53,0,12,2,2020-02-18 21:44:48.196
Tianjin,Hedong District,120102.0,15,0,7,1,2020-02-18 21:44:48.196
Tianjin,Hebei District,120105.0,12,0,7,0,2020-02-18 21:44:48.196
Tianjin,Beichen District,120113.0,6,0,1,0,2020-02-18 21:44:48.196
Tianjin,Nankai District,120104.0,6,0,1,0,2020-02-18 21:44:48.196
Tianjin,Ninghe District,120117.0,4,0,0,0,2020-02-18 21:44:48.196
Tianjin,People from other cities,0.0,6,0,3,0,2020-02-18 21:44:48.196
Tianjin,Dongli District,120110.0,4,0,1,0,2020-02-18 21:44:48.196
Tianjin,Heping District,120101.0,6,0,4,0,2020-02-18 21:44:48.196
Tianjin,Hexi District,120103.0,4,0,2,0,2020-02-18 21:44:48.196
Tianjin,Binhai New Area,120116.0,3,0,1,0,2020-02-18 21:44:48.196
Tianjin,Xiqing District,120111.0,4,0,3,0,2020-02-18 21:44:48.196
Tianjin,Wuqing District,120114.0,2,0,1,0,2020-02-18 21:44:48.196
Tianjin,Hongqiao District,120106.0,2,0,2,0,2020-02-18 21:44:48.196
Tianjin,Jinnan District,120112.0,1,0,1,0,2020-02-18 21:44:48.196
Tianjin,Area not defined,0.0,0,0,2,0,2020-02-18 21:44:48.196
Guangdong,Shenzhen,440300.0,416,0,163,2,2020-02-18 21:40:41.322
Guangdong,Guangzhou,440100.0,339,0,142,0,2020-02-18 21:40:41.322
Guangdong,Dongguan,441900.0,91,0,24,1,2020-02-18 21:40:41.322
Guangdong,Foshan,440600.0,84,0,27,0,2020-02-18 21:40:41.322
Guangdong,Zhuhai,440400.0,98,0,43,0,2020-02-18 21:40:41.322
Guangdong,Zhongshan,442000.0,66,0,40,0,2020-02-18 21:40:41.322
Guangdong,Huizhou,441300.0,59,0,36,0,2020-02-18 21:40:41.322
Guangdong,Jiangmen,440700.0,23,0,8,0,2020-02-18 21:40:41.322
Guangdong,Zhanjiang,440800.0,22,0,11,0,2020-02-18 21:40:41.322
Guangdong,Shantou,440500.0,25,0,15,0,2020-02-18 21:40:41.322
Guangdong,Zhaoqing,441200.0,18,0,8,1,2020-02-18 21:40:41.322
Guangdong,Meizhou,441400.0,16,0,8,0,2020-02-18 21:40:41.322
Guangdong,Maoming,440900.0,14,0,6,0,2020-02-18 21:40:41.322
Guangdong,Shaoguan,440200.0,10,0,5,0,2020-02-18 21:40:41.322
Guangdong,Yangjiang,441700.0,13,0,9,0,2020-02-18 21:40:41.322
Guangdong,Jieyang,445200.0,8,0,4,0,2020-02-18 21:40:41.322
Guangdong,Qingyuan,441800.0,12,0,9,0,2020-02-18 21:40:41.322
Guangdong,Shanwei,441500.0,5,0,2,0,2020-02-18 21:40:41.322
Guangdong,Heyuan,441600.0,4,0,1,0,2020-02-18 21:40:41.322
Guangdong,Chaozhou,445100.0,5,0,4,0,2020-02-18 21:40:41.322
Anhui,Bengbu,340300.0,158,0,30,5,2020-02-18 21:40:41.322
Anhui,Fuyang,341200.0,154,0,47,0,2020-02-18 21:40:41.322
Anhui,Hefei,340100.0,173,0,71,1,2020-02-18 21:40:41.322
Anhui,Bozhou,341600.0,108,0,47,0,2020-02-18 21:40:41.322
Anhui,Lu'an,341500.0,68,0,23,0,2020-02-18 21:40:41.322
Anhui,Anqing,340800.0,83,0,39,0,2020-02-18 21:40:41.322
Anhui,Suzhou,341300.0,41,0,17,0,2020-02-18 21:40:41.322
Anhui,Ma'anshan,340500.0,36,0,14,0,2020-02-18 21:40:41.322
Anhui,Tongling,340700.0,29,0,12,0,2020-02-18 21:40:41.322
Anhui,Wuhu,340200.0,33,0,17,0,2020-02-18 21:40:41.322
Anhui,Huainan,340400.0,27,0,11,0,2020-02-18 21:40:41.322
Anhui,Huaibei,340600.0,27,0,13,0,2020-02-18 21:40:41.322
Anhui,Chizhou,341700.0,17,0,6,0,2020-02-18 21:40:41.322
Anhui,Chuzhou,341100.0,13,0,7,0,2020-02-18 21:40:41.322
Anhui,Huangshan,341000.0,9,0,3,0,2020-02-18 21:40:41.322
Anhui,Xuancheng,341800.0,6,0,4,0,2020-02-18 21:40:41.322
Hunan,Changsha,430100.0,241,0,92,2,2020-02-18 21:40:41.322
Hunan,Yueyang,430600.0,155,0,64,1,2020-02-18 21:40:41.322
Hunan,Zhuzhou,430200.0,78,0,37,0,2020-02-18 21:40:41.322
Hunan,Changde,430700.0,79,0,43,0,2020-02-18 21:40:41.322
Hunan,Loudi,431300.0,76,0,40,0,2020-02-18 21:40:41.322
Hunan,Shaoyang,430500.0,101,0,70,1,2020-02-18 21:40:41.322
Hunan,Yiyang,430900.0,59,0,31,0,2020-02-18 21:40:41.322
Hunan,Hengyang,430400.0,48,0,28,0,2020-02-18 21:40:41.322
Hunan,Xiangtan,430300.0,35,0,16,0,2020-02-18 21:40:41.322
Hunan,Yongzhou,431100.0,43,0,30,0,2020-02-18 21:40:41.322
Hunan,Chenzhou,431000.0,39,0,27,0,2020-02-18 21:40:41.322
Hunan,Huaihua,431200.0,40,0,37,0,2020-02-18 21:40:41.322
Hunan,Xiangxi,433100.0,8,0,7,0,2020-02-18 21:40:41.322
Hunan,Zhangjiajie,430800.0,5,0,5,0,2020-02-18 21:40:41.322
Hebei,Tangshan,130200.0,51,0,12,1,2020-02-18 21:40:41.322
Hebei,Cangzhou,130900.0,48,0,18,2,2020-02-18 21:40:41.322
Hebei,Zhangjiakou,130700.0,34,0,15,0,2020-02-18 21:40:41.322
Hebei,Handan,130400.0,31,0,12,0,2020-02-18 21:40:41.322
Hebei,Shijiazhuang,130100.0,28,0,11,0,2020-02-18 21:40:41.322
Hebei,Langfang,131000.0,30,0,18,0,2020-02-18 21:40:41.322
Hebei,Xingtai,130500.0,23,0,10,1,2020-02-18 21:40:41.322
Hebei,Baoding,130600.0,32,0,26,0,2020-02-18 21:40:41.322
Hebei,Qinhuangdao,130300.0,10,0,4,0,2020-02-18 21:40:41.322
Hebei,Chengde,130800.0,7,0,4,0,2020-02-18 21:40:41.322
Hebei,Hengshui,131100.0,8,0,6,0,2020-02-18 21:40:41.322
Gansu,Lanzhou,620100.0,36,0,22,2,2020-02-18 21:40:41.322
Gansu,Pingliang,620800.0,9,0,3,0,2020-02-18 21:40:41.322
Gansu,Gannan,623000.0,8,0,4,0,2020-02-18 21:40:41.322
Gansu,Baiyin,620400.0,4,0,1,0,2020-02-18 21:40:41.322
Gansu,Tianshui,620500.0,12,0,11,0,2020-02-18 21:40:41.322
Gansu,Dingxi,621100.0,9,0,8,0,2020-02-18 21:40:41.322
Gansu,Qingyang,621000.0,3,0,2,0,2020-02-18 21:40:41.322
Gansu,Longnan,621200.0,4,0,4,0,2020-02-18 21:40:41.322
Gansu,Linxia,622900.0,3,0,3,0,2020-02-18 21:40:41.322
Gansu,Zhangye,620700.0,2,0,2,0,2020-02-18 21:40:41.322
Gansu,Jinchang,620300.0,1,0,1,0,2020-02-18 21:40:41.322
Guizhou,Guiyang,520100.0,36,0,13,1,2020-02-18 21:31:24.994
Guizhou,Zunyi,520300.0,32,0,12,0,2020-02-18 21:31:24.994
Guizhou,Bijie,520500.0,23,0,10,0,2020-02-18 21:31:24.994
Guizhou,Qiannan,522700.0,17,0,7,0,2020-02-18 21:31:24.994
Guizhou,Qiandongnan,522600.0,10,0,4,0,2020-02-18 21:31:24.994
Guizhou,Liupanshui,520200.0,10,0,6,1,2020-02-18 21:31:24.994
Guizhou,Anshun,520400.0,4,0,1,0,2020-02-18 21:31:24.994
Guizhou,Tongren,520600.0,10,0,9,0,2020-02-18 21:31:24.994
Guizhou,Qianxinan,522300.0,4,0,4,0,2020-02-18 21:31:24.994
Hunan,Changsha,430100.0,241,0,92,2,2020-02-18 20:51:20.102
Hunan,Yueyang,430600.0,155,0,64,1,2020-02-18 20:51:20.102
Hunan,Zhuzhou,430200.0,78,0,37,0,2020-02-18 20:51:20.102
Hunan,Changde,430700.0,79,0,43,0,2020-02-18 20:51:20.102
Hunan,Loudi,431300.0,76,0,40,0,2020-02-18 20:51:20.102
Hunan,Shaoyang,430500.0,101,0,70,1,2020-02-18 20:51:20.102
Hunan,Yiyang,430900.0,59,0,31,0,2020-02-18 20:51:20.102
Hunan,Hengyang,430400.0,48,0,28,0,2020-02-18 20:51:20.102
Hunan,Xiangtan,430300.0,35,0,16,0,2020-02-18 20:51:20.102
Hunan,Yongzhou,431100.0,43,0,30,0,2020-02-18 20:51:20.102
Hunan,Chenzhou,431000.0,39,0,27,0,2020-02-18 20:51:20.102
Hunan,Huaihua,431200.0,40,0,37,0,2020-02-18 20:51:20.102
Hunan,Xiangxi,433100.0,8,0,6,0,2020-02-18 20:51:20.102
Hunan,Zhangjiajie,430800.0,5,0,5,0,2020-02-18 20:51:20.102
Liaoning,Huludao,211400.0,12,0,0,1,2020-02-18 20:51:20.102
Liaoning,Panjin,211100.0,11,0,0,0,2020-02-18 20:51:20.102
Liaoning,Dalian,210200.0,19,0,9,0,2020-02-18 20:51:20.102
Liaoning,Fuxin,210900.0,8,0,0,0,2020-02-18 20:51:20.102
Liaoning,Shenyang,210100.0,28,0,22,0,2020-02-18 20:51:20.102
Liaoning,Tieling,211200.0,7,0,1,0,2020-02-18 20:51:20.102
Liaoning,Jinzhou,210700.0,12,0,7,0,2020-02-18 20:51:20.102
Liaoning,Anshan,210300.0,4,0,0,0,2020-02-18 20:51:20.102
Liaoning,Dandong,210600.0,7,0,4,0,2020-02-18 20:51:20.102
Liaoning,Chaoyang,211300.0,6,0,3,0,2020-02-18 20:51:20.102
Liaoning,Benxi,210500.0,3,0,3,0,2020-02-18 20:51:20.102
Liaoning,Liaoyang,211000.0,3,0,3,0,2020-02-18 20:51:20.102
Liaoning,Yingkou,210800.0,1,0,1,0,2020-02-18 20:51:20.102
Jiangsu,Nanjing,320100.0,92,0,35,0,2020-02-18 20:32:49.995
Jiangsu,Suzhou,320500.0,87,0,31,0,2020-02-18 20:32:49.995
Jiangsu,Huainan,320800.0,66,0,28,0,2020-02-18 20:32:49.995
Jiangsu,Xuzhou,320300.0,79,0,42,0,2020-02-18 20:32:49.995
Jiangsu,Wuxi,320200.0,55,0,21,0,2020-02-18 20:32:49.995
Jiangsu,Lianyungang,320700.0,48,0,14,0,2020-02-18 20:32:49.995
Jiangsu,Changzhou,320400.0,50,0,27,0,2020-02-18 20:32:49.995
Jiangsu,Nantong,320600.0,40,0,19,0,2020-02-18 20:32:49.995
Jiangsu,Taizhou,321200.0,37,0,22,0,2020-02-18 20:32:49.995
Jiangsu,Yangzhou,321000.0,23,0,11,0,2020-02-18 20:32:49.995
Jiangsu,Yancheng,320900.0,27,0,17,0,2020-02-18 20:32:49.995
Jiangsu,Suqian,321300.0,13,0,7,0,2020-02-18 20:32:49.995
Jiangsu,Zhenjiang,321100.0,12,0,6,0,2020-02-18 20:32:49.995
Sichuan,Chengdu,510100.0,140,0,56,1,2020-02-18 20:32:49.995
Sichuan,Garzê Tibetan Autonomous Prefecture,513300.0,62,0,8,0,2020-02-18 20:32:49.995
Sichuan,Dazhou,511700.0,39,0,9,0,2020-02-18 20:32:49.995
Sichuan,Nanchong,511300.0,38,0,12,0,2020-02-18 20:32:49.995
Sichuan,Bazhong,511900.0,24,0,3,0,2020-02-18 20:32:49.995
Sichuan,Guang'an,511600.0,30,0,14,0,2020-02-18 20:32:49.995
Sichuan,Neijiang,511000.0,22,0,6,0,2020-02-18 20:32:49.995
Sichuan,Luzhou,510500.0,19,0,3,0,2020-02-18 20:32:49.995
Sichuan,Deyang,510600.0,17,0,1,0,2020-02-18 20:32:49.995
Sichuan,Mianyang,510700.0,22,0,9,0,2020-02-18 20:32:49.995
Sichuan,Suining,510900.0,17,0,9,0,2020-02-18 20:32:49.995
Sichuan,Liangshan Yi Autonomous Prefecture,513400.0,13,0,5,0,2020-02-18 20:32:49.995
Sichuan,Yibin,511500.0,12,0,6,0,2020-02-18 20:32:49.995
Sichuan,Meishan,511400.0,8,0,2,0,2020-02-18 20:32:49.995
Sichuan,Panzhihua,510400.0,16,0,11,0,2020-02-18 20:32:49.995
Sichuan,Zigong,510300.0,9,0,4,0,2020-02-18 20:32:49.995
Sichuan,Ya'an,511800.0,7,0,2,0,2020-02-18 20:32:49.995
Sichuan,Guangyuan,510800.0,6,0,4,0,2020-02-18 20:32:49.995
Sichuan,Leshan,511100.0,3,0,2,0,2020-02-18 20:32:49.995
Sichuan,Ziyang,512000.0,3,0,2,0,2020-02-18 20:32:49.995
Sichuan,Ngawa Tibetan and Qiang Autonomous Prefecture,513200.0,1,0,1,0,2020-02-18 20:32:49.995
Sichuan,Area not defined,0.0,0,0,0,2,2020-02-18 20:32:49.995
Guangxi,Nanning,450100.0,54,0,18,0,2020-02-18 20:32:49.995
Guangxi,Beihai,450500.0,44,0,10,1,2020-02-18 20:32:49.995
Guangxi,Hechi,451200.0,22,0,0,1,2020-02-18 20:32:49.995
Guangxi,Fangchenggang,450600.0,18,0,1,0,2020-02-18 20:32:49.995
Guangxi,Liuzhou,450200.0,24,0,8,0,2020-02-18 20:32:49.995
Guangxi,Guilin,450300.0,31,0,17,0,2020-02-18 20:32:49.995
Guangxi,Laibin,451300.0,11,0,0,0,2020-02-18 20:32:49.995
Guangxi,Qinzhou,450700.0,8,0,1,0,2020-02-18 20:32:49.995
Guangxi,Yulin,450900.0,10,0,4,0,2020-02-18 20:32:49.995
Guangxi,Guigang,450800.0,8,0,3,0,2020-02-18 20:32:49.995
Guangxi,Hezhou,451100.0,4,0,0,0,2020-02-18 20:32:49.995
Guangxi,Baise,451000.0,3,0,2,0,2020-02-18 20:32:49.995
Guangxi,Wuzhou,450400.0,5,0,5,0,2020-02-18 20:32:49.995
Zhejiang,Wenzhou,330300.0,504,0,208,0,2020-02-18 20:17:23.646
Zhejiang,Ningbo,330200.0,156,0,68,0,2020-02-18 20:17:23.646
Zhejiang,Taizhou,331000.0,146,0,69,0,2020-02-18 20:17:23.646
Zhejiang,Hangzhou,330100.0,168,0,94,0,2020-02-18 20:17:23.646
Zhejiang,Jiaxing,330400.0,43,0,15,0,2020-02-18 20:17:23.646
Zhejiang,Jinhua,330700.0,55,0,30,0,2020-02-18 20:17:23.646
Zhejiang,Shaoxing,330600.0,42,0,20,0,2020-02-18 20:17:23.646
Zhejiang,Quzhou,330800.0,21,0,10,0,2020-02-18 20:17:23.646
Zhejiang,Lishui,331100.0,17,0,11,0,2020-02-18 20:17:23.646
Zhejiang,Zhoushan,330900.0,10,0,5,0,2020-02-18 20:17:23.646
Zhejiang,Huzhou,330500.0,10,0,5,0,2020-02-18 20:17:23.646
Shanxi,Jinzhong,140700.0,36,0,15,0,2020-02-18 20:17:23.646
Shanxi,Taiyuan,140100.0,19,0,8,0,2020-02-18 20:17:23.646
Shanxi,Jincheng,140500.0,9,0,2,0,2020-02-18 20:17:23.646
Shanxi,Changzhi,140400.0,8,0,1,0,2020-02-18 20:17:23.646
Shanxi,Datong,140200.0,12,0,6,0,2020-02-18 20:17:23.646
Shanxi,Shuozhou,140600.0,8,0,2,0,2020-02-18 20:17:23.646
Shanxi,Xinzhou,140900.0,7,0,1,0,2020-02-18 20:17:23.646
Shanxi,Yuncheng,140800.0,19,0,14,0,2020-02-18 20:17:23.646
Shanxi,Yangquan,140300.0,4,0,1,0,2020-02-18 20:17:23.646
Shanxi,Linfen,141000.0,2,0,1,0,2020-02-18 20:17:23.646
Shanxi,Lüliang,141100.0,6,0,6,0,2020-02-18 20:17:23.646
Hebei,Tangshan,130200.0,51,0,12,1,2020-02-18 20:07:05.939
Hebei,Cangzhou,130900.0,48,0,18,2,2020-02-18 20:07:05.939
Hebei,Zhangjiakou,130700.0,34,0,9,0,2020-02-18 20:07:05.939
Hebei,Handan,130400.0,31,0,12,0,2020-02-18 20:07:05.939
Hebei,Shijiazhuang,130100.0,28,0,11,0,2020-02-18 20:07:05.939
Hebei,Langfang,131000.0,30,0,18,0,2020-02-18 20:07:05.939
Hebei,Xingtai,130500.0,23,0,10,1,2020-02-18 20:07:05.939
Hebei,Baoding,130600.0,32,0,26,0,2020-02-18 20:07:05.939
Hebei,Qinhuangdao,130300.0,10,0,4,0,2020-02-18 20:07:05.939
Hebei,Chengde,130800.0,7,0,4,0,2020-02-18 20:07:05.939
Hebei,Hengshui,131100.0,8,0,6,0,2020-02-18 20:07:05.939
Hunan,Changsha,430100.0,241,0,92,2,2020-02-18 19:57:47.415
Hunan,Yueyang,430600.0,155,0,64,1,2020-02-18 19:57:47.415
Hunan,Zhuzhou,430200.0,78,0,37,0,2020-02-18 19:57:47.415
Hunan,Changde,430700.0,79,0,43,0,2020-02-18 19:57:47.415
Hunan,Loudi,431300.0,76,0,40,0,2020-02-18 19:57:47.415
Hunan,Shaoyang,430500.0,101,0,70,1,2020-02-18 19:57:47.415
Hunan,Yiyang,430900.0,59,0,31,0,2020-02-18 19:57:47.415
Hunan,Hengyang,430400.0,48,0,28,0,2020-02-18 19:57:47.415
Hunan,Xiangtan,430300.0,35,0,16,0,2020-02-18 19:57:47.415
Hunan,Yongzhou,431100.0,43,0,30,0,2020-02-18 19:57:47.415
Hunan,Chenzhou,431000.0,39,0,27,0,2020-02-18 19:57:47.415
Hunan,Huaihua,431200.0,40,0,34,0,2020-02-18 19:57:47.415
Hunan,Xiangxi,433100.0,8,0,6,0,2020-02-18 19:57:47.415
Hunan,Zhangjiajie,430800.0,5,0,5,0,2020-02-18 19:57:47.415
Shandong,Yantai,370600.0,47,0,13,0,2020-02-18 19:57:47.415
Shandong,Weifang,370700.0,44,0,12,0,2020-02-18 19:57:47.415
Shandong,Jinan,370100.0,47,0,16,0,2020-02-18 19:57:47.415
Shandong,Qingdao,370200.0,58,0,27,1,2020-02-18 19:57:47.415
Shandong,Jining,370800.0,52,0,22,0,2020-02-18 19:57:47.415
Shandong,Weihai,371000.0,38,0,10,0,2020-02-18 19:57:47.415
Shandong,Dezhou,371400.0,37,0,9,1,2020-02-18 19:57:47.415
Shandong,Tai'an,370900.0,32,0,6,1,2020-02-18 19:57:47.415
Shandong,Zibo,370300.0,29,0,6,0,2020-02-18 19:57:47.415
Shandong,Liaocheng,371500.0,38,0,17,0,2020-02-18 19:57:47.415
Shandong,Zaozhuang,370400.0,24,0,7,0,2020-02-18 19:57:47.415
Shandong,Linyi,371300.0,48,0,37,0,2020-02-18 19:57:47.415
Shandong,Rizhao,371100.0,16,0,6,0,2020-02-18 19:57:47.415
Shandong,Heze,371700.0,18,0,13,0,2020-02-18 19:57:47.415
Shandong,Binzhou,371600.0,15,0,10,0,2020-02-18 19:57:47.415
Tianjin,Baodi District,120115.0,52,0,12,2,2020-02-18 19:48:32.107
Tianjin,Hedong District,120102.0,15,0,7,1,2020-02-18 19:48:32.107
Tianjin,Hebei District,120105.0,12,0,7,0,2020-02-18 19:48:32.107
Tianjin,Beichen District,120113.0,6,0,1,0,2020-02-18 19:48:32.107
Tianjin,Nankai District,120104.0,6,0,1,0,2020-02-18 19:48:32.107
Tianjin,Ninghe District,120117.0,4,0,0,0,2020-02-18 19:48:32.107
Tianjin,People from other cities,0.0,6,0,3,0,2020-02-18 19:48:32.107
Tianjin,Dongli District,120110.0,4,0,1,0,2020-02-18 19:48:32.107
Tianjin,Heping District,120101.0,6,0,4,0,2020-02-18 19:48:32.107
Tianjin,Hexi District,120103.0,4,0,2,0,2020-02-18 19:48:32.107
Tianjin,Binhai New Area,120116.0,3,0,1,0,2020-02-18 19:48:32.107
Tianjin,Xiqing District,120111.0,4,0,3,0,2020-02-18 19:48:32.107
Tianjin,Wuqing District,120114.0,2,0,1,0,2020-02-18 19:48:32.107
Tianjin,Hongqiao District,120106.0,2,0,2,0,2020-02-18 19:48:32.107
Tianjin,Jinnan District,120112.0,1,0,1,0,2020-02-18 19:48:32.107
Tianjin,Area not defined,0.0,0,0,2,0,2020-02-18 19:48:32.107
Shaanxi,Xi'an,610100.0,117,0,37,0,2020-02-18 19:35:09.429
Shaanxi,Hanzhong,610700.0,25,0,5,0,2020-02-18 19:35:09.429
Shaanxi,Ankang,610900.0,25,0,10,0,2020-02-18 19:35:09.429
Shaanxi,Weinan,610500.0,15,0,3,0,2020-02-18 19:35:09.429
Shaanxi,Xianyang,610400.0,17,0,7,0,2020-02-18 19:35:09.429
Shaanxi,Shangluo,611000.0,7,0,2,0,2020-02-18 19:35:09.429
Shaanxi,Baoji,610300.0,13,0,9,0,2020-02-18 19:35:09.429
Shaanxi,Tongchuan,610200.0,8,0,4,0,2020-02-18 19:35:09.429
Shaanxi,Yan'an,610600.0,8,0,6,0,2020-02-18 19:35:09.429
Shaanxi,Yulin,610800.0,3,0,1,0,2020-02-18 19:35:09.429
Shaanxi,Yangling District in Xianyang,0.0,1,0,0,0,2020-02-18 19:35:09.429
Shaanxi,Hancheng,610581.0,1,0,1,0,2020-02-18 19:35:09.429
Shaanxi,Area not defined,0.0,0,0,1,0,2020-02-18 19:35:09.429
Shanxi,Jinzhong,140700.0,36,0,15,0,2020-02-18 19:35:09.429
Shanxi,Taiyuan,140100.0,19,0,6,0,2020-02-18 19:35:09.429
Shanxi,Datong,140200.0,12,0,5,0,2020-02-18 19:35:09.429
Shanxi,Jincheng,140500.0,9,0,2,0,2020-02-18 19:35:09.429
Shanxi,Changzhi,140400.0,8,0,1,0,2020-02-18 19:35:09.429
Shanxi,Shuozhou,140600.0,8,0,2,0,2020-02-18 19:35:09.429
Shanxi,Xinzhou,140900.0,7,0,1,0,2020-02-18 19:35:09.429
Shanxi,Yuncheng,140800.0,19,0,14,0,2020-02-18 19:35:09.429
Shanxi,Yangquan,140300.0,4,0,1,0,2020-02-18 19:35:09.429
Shanxi,Linfen,141000.0,2,0,1,0,2020-02-18 19:35:09.429
Shanxi,Lüliang,141100.0,6,0,6,0,2020-02-18 19:35:09.429
Liaoning,Dalian,210200.0,19,0,5,0,2020-02-18 19:35:09.429
Liaoning,Huludao,211400.0,12,0,0,1,2020-02-18 19:35:09.429
Liaoning,Panjin,211100.0,11,0,0,0,2020-02-18 19:35:09.429
Liaoning,Fuxin,210900.0,8,0,0,0,2020-02-18 19:35:09.429
Liaoning,Shenyang,210100.0,28,0,22,0,2020-02-18 19:35:09.429
Liaoning,Tieling,211200.0,7,0,1,0,2020-02-18 19:35:09.429
Liaoning,Jinzhou,210700.0,12,0,7,0,2020-02-18 19:35:09.429
Liaoning,Anshan,210300.0,4,0,0,0,2020-02-18 19:35:09.429
Liaoning,Dandong,210600.0,7,0,4,0,2020-02-18 19:35:09.429
Liaoning,Chaoyang,211300.0,6,0,3,0,2020-02-18 19:35:09.429
Liaoning,Benxi,210500.0,3,0,3,0,2020-02-18 19:35:09.429
Liaoning,Liaoyang,211000.0,3,0,3,0,2020-02-18 19:35:09.429
Liaoning,Yingkou,210800.0,1,0,1,0,2020-02-18 19:35:09.429
Hubei,Wuhan,420100.0,42752,0,4253,1381,2020-02-18 19:02:17.294
Hubei,Xiaogan,420900.0,3320,0,523,75,2020-02-18 19:02:17.294
Hubei,Huanggang,421100.0,2828,0,941,84,2020-02-18 19:02:17.294
Hubei,Jingzhou,421000.0,1537,0,339,38,2020-02-18 19:02:17.294
Hubei,Suizhou,421300.0,1278,0,198,25,2020-02-18 19:02:17.294
Hubei,Ezhou,420700.0,1339,0,271,36,2020-02-18 19:02:17.294
