provinceEnglishName,province_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
Hainan,460000,40,0,0,0,2020-01-28 09:50:34.189
Neimenggu,150000,13,0,0,0,2020-01-28 09:39:21.261
Guangdong,440000,188,0,4,0,2020-01-28 09:31:15.161
Hebei,130000,33,0,0,1,2020-01-28 09:31:15.161
Ningxia,640000,11,0,0,0,2020-01-28 09:31:15.161
Xinjiang,650000,10,0,0,0,2020-01-28 09:31:15.161
Gansu,620000,19,0,0,0,2020-01-28 09:18:05.599
Zhejiang,330000,173,0,1,0,2020-01-28 09:16:04.427
Chongqing,500000,132,0,0,0,2020-01-28 09:15:03.842
Shanxi,140000,20,0,0,0,2020-01-28 09:15:03.842
Shandong,370000,87,0,0,1,2020-01-28 09:12:02.113
Sichuan,510000,90,0,0,0,2020-01-28 09:09:00.102
Heilongjiang,230000,30,0,0,1,2020-01-28 09:05:57.968
Hubei,420000,2714,0,47,100,2020-01-28 09:04:57.271
Anhui,340000,106,0,0,0,2020-01-28 09:04:57.271
Jiangsu,320000,70,0,1,0,2020-01-28 08:54:50.484
Guizhou,520000,9,0,0,0,2020-01-28 08:47:45.805
Shandong,370000,87,0,0,1,2020-01-28 08:44:43.937
Henan,410000,168,0,0,1,2020-01-28 08:37:39.306
Henan,410000,168,0,0,1,2020-01-28 08:27:32.833
Shanghai,310000,66,0,3,1,2020-01-28 08:27:32.833
Guangxi,450000,51,0,0,0,2020-01-28 08:27:32.833
Shanghai,310000,66,0,0,0,2020-01-28 08:21:29.570
Shanghai,310000,66,0,3,1,2020-01-28 08:18:27.954
Jiangxi,360000,72,0,2,0,2020-01-28 07:25:55.955
Jiangxi,360000,72,0,1,0,2020-01-28 07:18:51.559
Jiangxi,360000,72,0,1,0,2020-01-28 07:16:50.297
Guangdong,440000,151,0,4,0,2020-01-28 07:01:41.885
Guangdong,440000,151,0,4,0,2020-01-28 06:59:40.776
Jiangxi,360000,72,0,1,0,2020-01-28 06:34:25.336
Jiangxi,360000,72,0,0,0,2020-01-28 06:25:20.336
Tianjin,120000,23,0,0,0,2020-01-28 00:21:42.147
Tianjin,120000,23,0,0,0,2020-01-28 00:19:41.044
Beijing,110000,80,0,2,1,2020-01-27 23:57:26.895
Beijing,110000,80,0,2,1,2020-01-27 23:55:25.804
Fujian,350000,59,0,0,0,2020-01-27 23:49:22.549
Fujian,350000,59,0,0,0,2020-01-27 23:46:20.688
Qinghai,630000,6,0,0,0,2020-01-27 22:36:52.109
Guangdong,440000,151,0,3,0,2020-01-27 21:01:37.693
Tianjin,120000,22,0,0,0,2020-01-27 20:41:30.257
Guangdong,440000,151,0,2,0,2020-01-27 19:16:17.727
Yunnan,530000,26,0,0,0,2020-01-27 18:35:50.309
Yunnan,530000,26,0,0,0,2020-01-27 18:33:49.078
Hainan,460000,33,0,0,1,2020-01-27 18:25:44.242
Liaoning,210000,27,0,0,0,2020-01-27 18:23:43.019
Liaoning,210000,27,0,0,0,2020-01-27 18:21:41.796
Shandong,370000,75,0,1,0,2020-01-27 16:55:04.348
Shandong,370000,75,0,1,0,2020-01-27 16:52:02.529
Hubei,420000,1423,0,47,76,2020-01-27 16:42:57.343
Beijing,110000,72,0,2,0,2020-01-27 16:19:44.494
Shanghai,310000,53,0,3,1,2020-01-27 15:56:40.534
Shanghai,310000,53,0,3,1,2020-01-27 15:28:25.872
Beijing,110000,68,0,2,0,2020-01-27 15:21:22.240
Beijing,110000,68,0,2,0,2020-01-27 15:19:21.199
Hubei,420000,1423,0,45,76,2020-01-27 15:16:19.820
Hubei,420000,1423,0,45,76,2020-01-27 15:15:19.342
Tianjin,120000,18,0,0,0,2020-01-27 14:44:04.213
Shandong,370000,75,0,0,0,2020-01-27 13:58:39.854
Shandong,370000,75,0,0,0,2020-01-27 13:57:39.275
Fujian,350000,56,0,0,0,2020-01-27 13:52:36.427
Fujian,350000,56,0,0,0,2020-01-27 13:51:35.828
Liaoning,210000,24,0,0,0,2020-01-27 13:14:16.763
Ningxia,640000,7,0,0,0,2020-01-27 12:49:03.654
Hainan,460000,31,0,0,1,2020-01-27 12:41:59.541
Tianjin,120000,17,0,0,0,2020-01-27 12:39:58.448
Tianjin,120000,17,0,0,0,2020-01-27 12:38:57.945
Jiangxi,360000,48,0,1,0,2020-01-27 12:23:49.766
Shaanxi,610000,35,0,0,0,2020-01-27 12:15:46.003
Shaanxi,610000,22,0,0,0,2020-01-27 12:13:45.098
Liaoning,210000,23,0,0,0,2020-01-27 11:03:05.816
Shanghai,310000,53,0,1,1,2020-01-27 10:43:54.014
Shanghai,310000,53,0,1,1,2020-01-27 10:42:53.420
Shanghai,310000,53,0,1,1,2020-01-27 10:41:52.755
Shanghai,310000,53,0,1,1,2020-01-27 10:40:52.129
Neimenggu,150000,11,0,0,0,2020-01-27 09:48:23.835
Neimenggu,150000,11,0,0,0,2020-01-27 09:47:23.300
Neimenggu,150000,11,0,0,0,2020-01-27 09:46:22.770
Neimenggu,150000,11,0,0,0,2020-01-27 09:45:22.239
Sichuan,510000,69,0,0,0,2020-01-27 09:44:21.751
Sichuan,510000,69,0,0,0,2020-01-27 09:42:20.485
Xinjiang,650000,5,0,0,0,2020-01-27 09:41:19.863
Hebei,130000,18,0,0,1,2020-01-27 09:36:17.221
Yunnan,530000,19,0,0,0,2020-01-27 09:25:11.166
Qinghai,630000,4,0,0,0,2020-01-27 09:25:11.166
Guangdong,440000,146,0,2,0,2020-01-27 09:23:10.159
Neimenggu,150000,11,0,0,0,2020-01-27 09:23:10.159
Qinghai,630000,4,0,0,0,2020-01-27 09:23:10.159
Guangdong,440000,146,0,2,0,2020-01-27 09:22:09.657
Guangdong,440000,146,0,2,0,2020-01-27 09:21:09.167
Chongqing,500000,110,0,0,0,2020-01-27 09:20:08.658
Chongqing,500000,110,0,0,0,2020-01-27 09:19:08.121
Chongqing,500000,110,0,0,0,2020-01-27 09:16:06.310
Chongqing,500000,110,0,0,0,2020-01-27 09:15:05.687
Gansu,620000,14,0,0,0,2020-01-27 09:15:05.687
Jilin,220000,6,0,0,0,2020-01-27 09:13:04.502
Jiangsu,320000,47,0,1,0,2020-01-27 09:10:03.105
Heilongjiang,230000,21,0,0,1,2020-01-27 09:10:03.105
Zhejiang,330000,128,0,1,0,2020-01-27 09:03:59.585
Zhejiang,330000,128,0,1,0,2020-01-27 09:01:58.424
Guizhou,520000,7,0,0,0,2020-01-27 09:00:57.934
Guizhou,520000,7,0,0,0,2020-01-27 08:59:57.431
Jiangsu,320000,47,0,1,0,2020-01-27 08:58:56.928
Jiangsu,320000,47,0,1,0,2020-01-27 08:57:56.421
Jiangsu,320000,33,0,1,0,2020-01-27 08:56:55.945
Hunan,430000,100,0,0,0,2020-01-27 08:52:53.874
Hunan,430000,100,0,0,0,2020-01-27 08:51:53.387
Jiangsu,320000,33,0,1,0,2020-01-27 08:51:53.387
Hunan,430000,100,0,0,0,2020-01-27 08:49:52.256
Anhui,340000,70,0,0,0,2020-01-27 08:47:51.117
Shandong,370000,63,0,0,0,2020-01-27 08:43:48.847
Henan,410000,128,0,0,1,2020-01-27 08:37:45.423
Henan,410000,128,0,0,1,2020-01-27 08:36:44.844
Henan,410000,128,0,0,1,2020-01-27 08:35:44.263
Henan,410000,128,0,0,1,2020-01-27 08:34:43.676
Henan,410000,128,0,0,1,2020-01-27 08:33:43.095
Henan,410000,128,0,0,1,2020-01-27 08:32:42.609
Guangxi,450000,46,0,0,0,2020-01-27 08:11:31.301
Hubei,420000,1423,0,44,76,2020-01-27 07:32:12.012
Hubei,420000,1423,0,44,76,2020-01-27 07:18:05.504
Hubei,420000,1423,0,44,76,2020-01-27 07:17:05.048
Hubei,420000,1423,0,44,76,2020-01-27 07:15:04.158
Hubei,420000,1423,0,44,76,2020-01-27 07:13:03.284
Hubei,420000,1423,0,44,76,2020-01-27 07:12:02.852
Hubei,420000,1423,0,44,76,2020-01-27 07:11:02.290
Hubei,420000,1423,0,44,76,2020-01-27 07:10:01.707
Shanxi,140000,13,0,0,0,2020-01-27 06:54:53.856
Shanxi,140000,13,0,0,0,2020-01-27 06:52:52.939
Jiangxi,360000,48,0,0,0,2020-01-27 06:37:44.881
Jiangxi,360000,48,0,0,0,2020-01-27 06:35:43.783
Jiangxi,360000,48,0,0,0,2020-01-27 06:34:43.226
Liaoning,210000,22,0,0,0,2020-01-27 01:04:47.300
Liaoning,210000,22,0,0,0,2020-01-27 01:02:46.319
Heilongjiang,230000,16,0,0,1,2020-01-27 00:45:36.886
Heilongjiang,230000,15,0,0,1,2020-01-27 00:44:36.276
Beijing,110000,68,0,2,0,2020-01-26 23:05:33.256
Beijing,110000,63,0,2,0,2020-01-26 23:01:30.147
Yunnan,530000,16,0,0,0,2020-01-26 21:23:40.048
Tianjin,120000,14,0,0,0,2020-01-26 20:00:40.445
Tianjin,120000,14,0,0,0,2020-01-26 19:59:39.802
Tianjin,120000,14,0,0,0,2020-01-26 19:58:39.132
Beijing,110000,63,0,2,0,2020-01-26 19:55:36.932
Beijing,110000,63,0,2,0,2020-01-26 19:54:36.150
Fujian,350000,35,0,0,0,2020-01-26 19:33:21.592
Fujian,350000,35,0,0,0,2020-01-26 19:32:20.920
Guangdong,440000,111,0,2,0,2020-01-26 18:26:35.233
Guangdong,440000,111,0,2,0,2020-01-26 18:25:34.587
Guangdong,440000,111,0,2,0,2020-01-26 18:24:33.828
Guangxi,450000,36,0,0,0,2020-01-26 18:03:18.201
Guangxi,450000,36,0,0,0,2020-01-26 17:59:15.220
Liaoning,210000,21,0,0,0,2020-01-26 16:50:30.404
Jiangsu,320000,33,0,1,0,2020-01-26 16:45:26.835
Fujian,350000,29,0,0,0,2020-01-26 14:38:06.723
Fujian,350000,29,0,0,0,2020-01-26 14:37:06.102
Shandong,370000,46,0,0,0,2020-01-26 13:55:39.256
Shandong,370000,46,0,0,0,2020-01-26 13:54:38.579
Hubei,420000,1058,0,42,52,2020-01-26 13:50:35.848
Shandong,370000,46,0,0,0,2020-01-26 13:50:35.848
Hubei,420000,1052,0,42,52,2020-01-26 13:45:32.398
Hubei,420000,1052,0,42,52,2020-01-26 13:43:30.991
Beijing,110000,54,0,2,0,2020-01-26 12:57:01.252
Shaanxi,610000,22,0,0,0,2020-01-26 12:29:44.894
Shaanxi,610000,22,0,0,0,2020-01-26 12:28:44.325
Sichuan,510000,44,0,0,0,2020-01-26 11:49:20.095
Sichuan,510000,44,0,0,0,2020-01-26 11:22:01.594
Hainan,460000,22,0,0,0,2020-01-26 11:22:01.594
Sichuan,510000,28,0,0,0,2020-01-26 11:06:26.891
Sichuan,510000,28,0,0,0,2020-01-26 11:05:26.338
Sichuan,510000,28,0,0,0,2020-01-26 10:56:20.815
Ningxia,640000,4,0,0,0,2020-01-26 10:52:18.350
Ningxia,640000,3,1,0,0,2020-01-26 10:50:17.297
Ningxia,640000,3,1,0,0,2020-01-26 10:49:16.752
Guangdong,440000,98,0,2,0,2020-01-26 10:25:02.928
Henan,410000,83,0,0,1,2020-01-26 10:21:00.382
Henan,410000,83,0,0,1,2020-01-26 10:19:59.881
Hubei,420000,1052,0,42,52,2020-01-26 09:53:44.753
Zhejiang,330000,104,0,1,0,2020-01-26 09:53:44.753
Guangdong,440000,98,0,2,0,2020-01-26 09:53:44.753
Chongqing,500000,75,0,0,0,2020-01-26 09:53:44.753
Hunan,430000,69,0,0,0,2020-01-26 09:53:44.753
Anhui,340000,60,0,0,0,2020-01-26 09:53:44.753
Jiangsu,320000,31,0,1,0,2020-01-26 09:53:44.753
Liaoning,210000,19,0,0,0,2020-01-26 09:53:44.753
Heilongjiang,230000,15,0,0,1,2020-01-26 09:53:44.753
Hebei,130000,13,0,0,1,2020-01-26 09:53:44.753
Gansu,620000,7,0,0,0,2020-01-26 09:53:44.753
Guizhou,520000,5,0,0,0,2020-01-26 09:53:44.753
Xinjiang,650000,4,0,0,0,2020-01-26 09:53:44.753
Hubei,420000,1053,0,42,52,2020-01-26 08:58:17.364
Henan,410000,83,0,0,1,2020-01-26 08:58:17.364
Zhejiang,330000,62,0,1,0,2020-01-26 08:58:17.364
Chongqing,500000,57,0,0,0,2020-01-26 08:58:17.364
Beijing,110000,51,0,2,0,2020-01-26 08:58:17.364
Shandong,370000,39,0,0,0,2020-01-26 08:58:17.364
Sichuan,510000,28,0,1,0,2020-01-26 08:58:17.364
Jiangsu,320000,18,0,1,0,2020-01-26 08:58:17.364
Hubei,420000,1016,0,6,52,2020-01-26 08:54:15.491
Hubei,420000,1016,0,6,52,2020-01-26 08:40:07.920
Guangdong,440000,51,0,2,0,2020-01-26 08:40:07.920
Chongqing,500000,48,0,0,0,2020-01-26 08:40:07.920
Hunan,430000,43,0,0,0,2020-01-26 08:40:07.920
Beijing,110000,42,0,2,0,2020-01-26 08:40:07.920
Jiangxi,360000,36,0,0,0,2020-01-26 08:40:07.920
Zhejiang,330000,35,0,1,0,2020-01-26 08:40:07.920
Guangxi,450000,33,0,0,0,2020-01-26 08:40:07.920
Henan,410000,32,0,0,0,2020-01-26 08:40:07.920
Anhui,340000,30,0,0,0,2020-01-26 08:40:07.920
Sichuan,510000,28,0,0,0,2020-01-26 08:40:07.920
Liaoning,210000,18,0,0,0,2020-01-26 08:40:07.920
Fujian,350000,18,0,0,0,2020-01-26 08:40:07.920
Jiangsu,320000,18,0,1,0,2020-01-26 08:40:07.920
Yunnan,530000,11,0,0,0,2020-01-26 08:40:07.920
Shanxi,140000,9,0,0,0,2020-01-26 08:40:07.920
Neimenggu,150000,7,0,0,0,2020-01-26 08:40:07.920
Gansu,620000,4,0,0,0,2020-01-26 08:40:07.920
Macao,820000,2,0,0,0,2020-01-26 08:40:07.920
Liaoning,210000,17,0,0,0,2020-01-26 00:33:55.963
Hubei,420000,761,0,32,40,2020-01-26 00:01:39.903
Hubei,420000,730,0,32,39,2020-01-25 23:55:35.775
Shaanxi,610000,15,0,0,0,2020-01-25 23:41:25.783
Neimenggu,150000,7,0,0,0,2020-01-25 22:04:50.153
Neimenggu,150000,7,0,0,0,2020-01-25 22:01:47.949
Neimenggu,150000,2,0,0,0,2020-01-25 22:00:47.191
Beijing,110000,41,0,2,0,2020-01-25 20:15:16.303
Hainan,460000,19,0,0,0,2020-01-25 20:08:11.787
Hubei,420000,730,0,32,39,2020-01-25 20:07:11.173
Hainan,460000,17,0,0,0,2020-01-25 20:07:11.173
Hubei,420000,730,0,32,39,2020-01-25 20:06:10.554
Liaoning,210000,16,0,0,0,2020-01-25 19:17:40.454
Yunnan,530000,11,0,0,0,2020-01-25 19:12:37.131
Yunnan,530000,11,0,0,0,2020-01-25 19:11:36.547
Yunnan,530000,11,0,0,0,2020-01-25 19:10:35.935
Beijing,110000,41,0,3,0,2020-01-25 19:08:34.720
Beijing,110000,41,0,3,0,2020-01-25 19:07:34.101
Liaoning,210000,16,0,0,0,2020-01-25 19:06:33.475
Beijing,110000,36,0,3,0,2020-01-25 18:20:03.285
Beijing,110000,36,0,2,0,2020-01-25 18:16:00.469
Gansu,620000,4,0,0,0,2020-01-25 18:10:56.943
Gansu,620000,4,0,0,0,2020-01-25 18:09:56.264
Qinghai,630000,1,0,0,0,2020-01-25 17:48:41.638
Fujian,350000,18,20,0,0,2020-01-25 16:19:44.090
Shaanxi,610000,15,0,0,0,2020-01-25 16:13:40.473
Shaanxi,610000,15,0,0,0,2020-01-25 16:12:39.759
Shaanxi,610000,15,0,0,0,2020-01-25 16:10:38.507
Shaanxi,610000,15,0,0,0,2020-01-25 16:09:37.854
Shaanxi,610000,15,0,0,0,2020-01-25 16:08:37.141
Fujian,350000,18,20,0,0,2020-01-25 16:07:36.441
Fujian,350000,18,20,0,0,2020-01-25 16:06:35.741
Fujian,350000,18,20,0,0,2020-01-25 16:05:35.058
Shandong,370000,27,0,0,0,2020-01-25 15:15:01.322
Gansu,620000,4,0,0,0,2020-01-25 15:08:57.205
Gansu,620000,4,0,0,0,2020-01-25 15:07:56.467
Shandong,370000,27,0,0,0,2020-01-25 15:06:55.790
Shandong,370000,21,0,0,0,2020-01-25 15:01:52.672
Shandong,370000,21,0,0,0,2020-01-25 15:00:52.117
Shandong,370000,21,0,0,0,2020-01-25 14:58:50.944
Neimenggu,150000,2,0,0,0,2020-01-25 12:51:33.116
Sichuan,510000,28,0,0,0,2020-01-25 12:49:31.823
Sichuan,510000,28,0,0,0,2020-01-25 12:48:31.159
Liaoning,210000,15,0,0,0,2020-01-25 12:47:30.511
Ningxia,640000,3,0,0,0,2020-01-25 12:47:30.511
Liaoning,210000,15,0,0,0,2020-01-25 12:46:29.961
Hainan,460000,17,0,0,0,2020-01-25 12:45:29.371
Hainan,460000,17,0,0,0,2020-01-25 12:44:28.816
Liaoning,210000,15,0,0,0,2020-01-25 12:33:21.923
Hainan,460000,17,0,0,0,2020-01-25 12:32:21.218
Ningxia,640000,3,0,0,0,2020-01-25 12:32:21.218
Sichuan,510000,28,0,0,0,2020-01-25 12:31:20.527
Chongqing,500000,57,0,0,0,2020-01-25 11:40:50.081
Xinjiang,650000,3,0,0,0,2020-01-25 11:32:44.877
Jiangsu,320000,18,0,1,0,2020-01-25 11:29:42.929
Guizhou,520000,4,0,0,0,2020-01-25 11:26:40.984
Jilin,220000,4,0,0,0,2020-01-25 11:26:40.984
Heilongjiang,230000,9,0,0,1,2020-01-25 11:25:40.294
Chongqing,500000,57,0,0,0,2020-01-25 11:24:39.657
Chongqing,500000,57,0,0,0,2020-01-25 11:23:39.037
Chongqing,500000,57,0,0,0,2020-01-25 11:22:38.401
Chongqing,500000,57,0,0,0,2020-01-25 11:21:37.899
Chongqing,500000,57,0,0,0,2020-01-25 11:20:37.280
Hebei,130000,8,0,0,1,2020-01-25 11:19:36.648
Shandong,370000,21,0,0,0,2020-01-25 11:18:36.020
Hebei,130000,8,0,0,1,2020-01-25 11:18:36.020
Shandong,370000,21,0,0,0,2020-01-25 11:17:35.394
Shandong,370000,21,0,0,0,2020-01-25 11:16:34.818
Jiangsu,320000,18,0,1,0,2020-01-25 11:16:34.818
Jiangsu,320000,18,0,1,0,2020-01-25 11:15:34.259
Zhejiang,330000,62,0,1,0,2020-01-25 11:13:33.136
Zhejiang,330000,62,0,1,0,2020-01-25 11:12:32.581
Zhejiang,330000,62,0,1,0,2020-01-25 11:11:32.017
Henan,410000,32,0,0,0,2020-01-25 11:10:31.412
Henan,410000,32,0,0,0,2020-01-25 11:09:30.811
Henan,410000,32,0,0,0,2020-01-25 11:08:30.191
Henan,410000,32,0,0,0,2020-01-25 11:06:28.924
Hunan,430000,43,0,0,0,2020-01-25 11:04:27.779
Hunan,430000,43,0,0,0,2020-01-25 11:03:27.188
Hunan,430000,43,0,0,0,2020-01-25 11:02:26.593
Anhui,340000,39,0,0,0,2020-01-25 11:01:25.954
Anhui,340000,39,0,0,0,2020-01-25 11:00:25.298
Anhui,340000,39,0,0,0,2020-01-25 10:59:24.817
Anhui,340000,39,0,0,0,2020-01-25 10:58:24.313
Guangdong,440000,78,0,2,0,2020-01-25 10:56:23.314
Guangdong,440000,78,0,2,0,2020-01-25 10:55:22.823
Guangdong,440000,78,0,2,0,2020-01-25 10:54:22.296
Guangdong,440000,78,0,2,0,2020-01-25 10:53:21.693
Guangdong,440000,78,0,2,0,2020-01-25 10:52:21.063
Guangdong,440000,78,0,2,0,2020-01-25 10:51:20.451
Shandong,370000,21,0,0,0,2020-01-25 10:08:55.824
Guangdong,440000,78,0,2,0,2020-01-25 10:05:54.161
Henan,410000,32,0,0,0,2020-01-25 09:55:48.599
Guizhou,520000,4,0,0,0,2020-01-25 09:54:48.011
Jilin,220000,4,0,0,0,2020-01-25 09:54:48.011
Zhejiang,330000,62,0,1,0,2020-01-25 09:53:47.512
Hunan,430000,43,0,0,0,2020-01-25 09:52:46.972
Anhui,340000,39,0,0,0,2020-01-25 09:52:46.972
Heilongjiang,230000,9,0,0,1,2020-01-25 09:52:46.972
Chongqing,500000,57,0,0,0,2020-01-25 09:51:46.460
Hebei,130000,8,0,0,1,2020-01-25 09:51:46.460
Jiangsu,320000,18,0,1,0,2020-01-25 09:50:45.944
Shandong,370000,21,0,1,0,2020-01-25 09:49:45.438
Gansu,620000,4,0,0,0,2020-01-25 08:34:03.878
Shanxi,140000,6,0,0,0,2020-01-25 08:29:11.753
Liaoning,210000,12,0,0,0,2020-01-25 08:28:11.215
Shanxi,140000,6,0,0,0,2020-01-25 08:28:11.215
Liaoning,210000,12,0,0,0,2020-01-25 08:27:10.739
Liaoning,210000,12,0,0,0,2020-01-25 08:26:10.260
Liaoning,210000,12,0,0,0,2020-01-25 08:20:07.431
Liaoning,210000,12,0,0,0,2020-01-25 08:19:06.958
Hubei,420000,729,0,32,39,2020-01-25 08:14:04.518
Hubei,420000,729,0,32,39,2020-01-25 08:12:03.377
Hubei,420000,729,0,32,39,2020-01-25 08:11:00.993
Guangdong,440000,53,0,2,0,2020-01-25 08:09:52.232
Hubei,420000,729,0,32,39,2020-01-25 08:08:51.630
Hubei,420000,729,0,32,39,2020-01-25 08:03:48.667
Liaoning,210000,12,0,0,0,2020-01-25 07:53:42.949
Gansu,620000,4,0,0,0,2020-01-25 07:52:42.441
Shanxi,140000,6,0,0,0,2020-01-25 07:49:41.018
Hubei,420000,729,0,32,39,2020-01-25 07:48:40.551
Jiangxi,360000,18,0,0,0,2020-01-25 01:41:12.983
Jiangxi,360000,18,0,0,0,2020-01-25 01:40:12.400
Jiangxi,360000,18,0,0,0,2020-01-25 01:39:11.815
Jiangxi,360000,18,0,0,0,2020-01-25 01:38:11.242
Jiangxi,360000,18,0,0,0,2020-01-25 01:37:10.654
Jiangxi,360000,18,0,0,0,2020-01-25 01:36:10.083
Guangxi,450000,23,0,0,0,2020-01-25 01:29:06.512
Guangxi,450000,23,0,0,0,2020-01-25 01:28:06.054
Guangxi,450000,23,0,0,0,2020-01-25 01:27:05.570
Guangxi,450000,23,0,0,0,2020-01-25 01:26:05.009
Yunnan,530000,5,0,0,0,2020-01-24 23:55:14.973
Yunnan,530000,2,0,0,0,2020-01-24 23:54:14.308
Guangdong,440000,53,0,2,0,2020-01-24 23:35:03.158
Zhejiang,330000,43,0,1,0,2020-01-24 23:35:03.158
Beijing,110000,36,0,1,0,2020-01-24 23:35:03.158
Chongqing,500000,27,0,0,0,2020-01-24 23:35:03.158
Hunan,430000,24,0,0,0,2020-01-24 23:35:03.158
Sichuan,510000,15,0,0,0,2020-01-24 23:35:03.158
Shandong,370000,15,0,0,0,2020-01-24 23:35:03.158
Anhui,340000,15,0,0,0,2020-01-24 23:35:03.158
Guangxi,450000,13,0,0,0,2020-01-24 23:35:03.158
Henan,410000,9,0,0,0,2020-01-24 23:35:03.158
Jiangsu,320000,9,0,0,0,2020-01-24 23:35:03.158
Hainan,460000,8,0,0,0,2020-01-24 23:35:03.158
Jiangxi,360000,7,0,0,0,2020-01-24 23:35:03.158
Shaanxi,610000,5,0,0,0,2020-01-24 23:35:03.158
Liaoning,210000,4,0,0,0,2020-01-24 23:35:03.158
Beijing,110000,36,0,1,0,2020-01-24 21:46:59.348
Beijing,110000,36,0,1,0,2020-01-24 21:41:56.183
Guangdong,440000,53,0,2,0,2020-01-24 20:22:01.663
Guangdong,440000,53,0,2,0,2020-01-24 20:16:58.130
Beijing,110000,34,0,1,0,2020-01-24 19:49:39.502
Shaanxi,610000,5,0,0,0,2020-01-24 19:49:39.502
Shaanxi,610000,3,0,0,0,2020-01-24 19:48:38.893
Shaanxi,610000,3,0,0,0,2020-01-24 19:47:38.302
Beijing,110000,29,0,1,0,2020-01-24 19:46:37.661
Beijing,110000,29,0,1,0,2020-01-24 19:45:37.021
Fujian,350000,10,2,0,0,2020-01-24 17:39:15.611
Hubei,420000,549,0,31,24,2020-01-24 17:30:09.978
Hebei,130000,2,0,0,1,2020-01-24 17:18:21.875
Heilongjiang,230000,4,0,0,1,2020-01-24 16:58:08.245
Hebei,130000,2,0,0,1,2020-01-24 16:49:01.981
Hubei,420000,549,0,31,24,2020-01-24 16:48:01.243
Hubei,420000,549,0,31,24,2020-01-24 16:11:17.246
Fujian,350000,10,2,0,0,2020-01-24 16:10:16.631
Fujian,350000,10,2,0,0,2020-01-24 16:09:16.030
Fujian,350000,10,0,0,0,2020-01-24 16:08:15.360
Beijing,110000,29,0,1,0,2020-01-24 16:07:14.755
Beijing,110000,26,0,1,0,2020-01-24 16:06:14.033
Guangdong,440000,53,0,2,0,2020-01-24 15:58:08.221
Zhejiang,330000,43,0,1,0,2020-01-24 15:58:08.221
Beijing,110000,26,0,1,0,2020-01-24 15:31:50.348
Zhejiang,330000,43,0,1,0,2020-01-24 13:26:35.435
Guangdong,440000,53,0,2,0,2020-01-24 13:25:34.780
Hubei,420000,549,0,31,24,2020-01-24 13:22:32.833
Hubei,420000,549,0,31,24,2020-01-24 13:16:28.914
Hubei,420000,549,0,31,24,2020-01-24 13:15:28.296
Ningxia,640000,2,0,0,0,2020-01-24 13:07:23.149
Neimenggu,150000,2,0,0,0,2020-01-24 13:04:21.168
Ningxia,640000,1,0,0,0,2020-01-24 12:59:17.891
Hubei,420000,549,0,31,24,2020-01-24 12:51:13.280
Shandong,370000,15,0,0,0,2020-01-24 12:40:06.985
Shandong,370000,15,0,0,0,2020-01-24 12:39:06.352
Shandong,370000,15,0,0,0,2020-01-24 12:38:05.716
Fujian,350000,9,0,0,0,2020-01-24 12:37:03.251
Guangdong,440000,53,0,2,0,2020-01-24 12:26:08.745
Zhejiang,330000,43,0,1,0,2020-01-24 12:26:08.745
Hubei,420000,549,0,28,24,2020-01-24 12:24:07.515
Hubei,420000,549,0,28,0,2020-01-24 12:23:06.852
Zhejiang,330000,43,0,1,0,2020-01-24 12:15:02.656
Jiangsu,320000,9,0,0,0,2020-01-24 12:08:59.426
Hubei,420000,549,0,0,0,2020-01-24 11:49:48.584
Neimenggu,150000,1,0,0,0,2020-01-24 11:42:45.046
Liaoning,210000,4,0,0,0,2020-01-24 11:41:44.442
Liaoning,210000,4,0,0,0,2020-01-24 11:40:43.815
Zhejiang,330000,43,0,1,0,2020-01-24 11:36:41.092
Zhejiang,330000,43,0,1,0,2020-01-24 11:35:40.479
Hunan,430000,24,0,0,0,2020-01-24 11:21:31.867
Hunan,430000,24,0,0,0,2020-01-24 11:17:28.956
Hunan,430000,24,0,0,0,2020-01-24 11:16:28.353
Hunan,430000,24,0,0,0,2020-01-24 11:13:26.499
Hunan,430000,24,0,0,0,2020-01-24 11:12:25.894
Hunan,430000,24,0,0,0,2020-01-24 11:10:24.818
Hunan,430000,24,0,0,0,2020-01-24 11:09:24.218
Hunan,430000,24,0,0,0,2020-01-24 11:08:23.607
Hunan,430000,24,0,0,0,2020-01-24 11:07:23.014
Hunan,430000,24,0,0,0,2020-01-24 11:06:22.396
Hunan,430000,24,0,0,0,2020-01-24 11:05:21.787
Hainan,460000,8,0,0,0,2020-01-24 10:35:04.903
Hainan,460000,8,0,0,0,2020-01-24 10:34:04.301
Jilin,220000,3,0,0,0,2020-01-24 10:33:03.715
Jilin,220000,3,0,0,0,2020-01-24 10:32:03.197
Jilin,220000,3,0,0,0,2020-01-24 10:30:01.969
Jiangsu,320000,9,0,0,0,2020-01-24 10:29:01.473
Jiangsu,320000,9,0,0,0,2020-01-24 10:28:00.854
Sichuan,510000,15,0,0,0,2020-01-24 10:27:00.391
Sichuan,510000,15,0,0,0,2020-01-24 10:25:59.907
Chongqing,500000,27,0,0,0,2020-01-24 10:24:59.401
Chongqing,500000,27,0,0,0,2020-01-24 10:23:58.880
Chongqing,500000,27,0,0,0,2020-01-24 10:22:58.391
Chongqing,500000,27,0,0,0,2020-01-24 10:21:57.867
Chongqing,500000,27,0,0,0,2020-01-24 10:20:57.341
