provinceEnglishName,province_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
Chongqing,500000,27,0,0,0,2020-01-24 10:19:56.755
Chongqing,500000,27,0,0,0,2020-01-24 10:18:56.190
Anhui,340000,15,0,0,0,2020-01-24 10:16:55.029
Anhui,340000,15,0,0,0,2020-01-24 10:15:54.468
Anhui,340000,15,0,0,0,2020-01-24 10:14:53.875
Anhui,340000,15,0,0,0,2020-01-24 10:13:53.313
Hebei,130000,2,0,0,1,2020-01-24 10:06:49.329
Chongqing,500000,27,0,0,0,2020-01-24 10:04:48.208
Jilin,220000,2,0,0,0,2020-01-24 10:04:48.208
Jiangsu,320000,9,0,0,0,2020-01-24 10:03:47.649
Hebei,130000,2,0,0,1,2020-01-24 09:57:44.268
Heilongjiang,230000,4,0,0,0,2020-01-24 09:53:42.018
Heilongjiang,230000,4,0,0,0,2020-01-24 09:52:41.465
Hubei,420000,549,0,0,0,2020-01-24 09:50:40.357
Hubei,420000,549,0,0,0,2020-01-24 09:49:39.772
Hubei,420000,549,0,0,0,2020-01-24 09:48:39.253
Hubei,420000,549,0,0,0,2020-01-24 09:47:38.698
Sichuan,510000,15,0,0,0,2020-01-24 09:43:36.508
Guangdong,440000,53,0,2,0,2020-01-24 09:41:35.437
Guangdong,440000,53,0,2,0,2020-01-24 09:40:34.876
Guangdong,440000,53,0,2,0,2020-01-24 09:39:34.327
Guangdong,440000,53,0,2,0,2020-01-24 09:38:33.769
Zhejiang,330000,43,0,1,0,2020-01-24 09:28:28.763
Heilongjiang,230000,4,0,0,0,2020-01-24 09:26:27.700
Guangdong,440000,53,0,2,0,2020-01-24 09:25:27.267
Anhui,340000,15,0,0,0,2020-01-24 09:25:27.267
Henan,410000,9,0,0,0,2020-01-24 09:16:22.811
Henan,410000,9,0,0,0,2020-01-24 09:15:22.361
Shandong,370000,9,0,0,0,2020-01-24 09:10:20.124
Shandong,370000,9,0,0,0,2020-01-24 09:09:19.647
Shandong,370000,9,0,0,0,2020-01-24 09:08:19.143
Henan,410000,9,0,0,0,2020-01-24 08:55:12.553
Zhejiang,330000,27,0,1,0,2020-01-24 08:48:08.807
Shandong,370000,9,0,0,0,2020-01-24 08:43:06.167
Guangdong,440000,32,0,2,0,2020-01-24 08:39:04.088
Guangdong,440000,32,0,2,0,2020-01-24 08:36:02.521
Guangxi,450000,13,0,0,0,2020-01-24 08:15:52.585
Guangxi,450000,13,0,0,0,2020-01-24 08:14:52.183
Guangxi,450000,13,0,0,0,2020-01-24 08:13:51.761
Guangxi,450000,13,0,0,0,2020-01-24 08:09:49.908
Jiangxi,360000,7,0,0,0,2020-01-24 07:40:35.089
Jiangxi,360000,7,0,0,0,2020-01-24 07:39:34.520
Beijing,110000,26,0,0,0,2020-01-24 07:38:33.998
Beijing,110000,26,0,0,0,2020-01-24 07:37:33.464
Beijing,110000,26,0,0,0,2020-01-24 07:36:32.949
Beijing,110000,26,0,0,0,2020-01-24 07:35:32.428
Beijing,110000,26,0,0,0,2020-01-24 07:26:28.308
Guangdong,440000,32,0,0,0,2020-01-24 03:50:31.353
Zhejiang,330000,27,0,0,0,2020-01-24 03:50:31.353
Beijing,110000,22,0,0,0,2020-01-24 03:50:31.353
Hunan,430000,9,0,0,0,2020-01-24 03:50:31.353
Anhui,340000,9,0,0,0,2020-01-24 03:50:31.353
Chongqing,500000,9,0,0,0,2020-01-24 03:50:31.353
Sichuan,510000,8,0,0,0,2020-01-24 03:50:31.353
Shandong,370000,6,0,0,0,2020-01-24 03:50:31.353
Guangxi,450000,5,0,0,0,2020-01-24 03:50:31.353
Fujian,350000,5,0,0,0,2020-01-24 03:50:31.353
Jiangsu,320000,5,0,0,0,2020-01-24 03:50:31.353
Henan,410000,5,0,0,0,2020-01-24 03:50:31.353
Hainan,460000,5,0,0,0,2020-01-24 03:50:31.353
Jiangxi,360000,7,0,0,0,2020-01-24 03:50:31.353
Shaanxi,610000,3,0,0,0,2020-01-24 03:50:31.353
Guizhou,520000,3,0,0,0,2020-01-24 03:50:31.353
Liaoning,210000,3,0,0,0,2020-01-24 03:50:31.353
Heilongjiang,230000,2,0,0,0,2020-01-24 03:50:31.353
Gansu,620000,2,0,0,0,2020-01-24 03:50:31.353
Yunnan,530000,2,0,0,0,2020-01-24 03:50:31.353
Shanxi,140000,1,0,0,0,2020-01-24 03:50:31.353
Jilin,220000,1,0,0,0,2020-01-24 03:50:31.353
Hebei,130000,1,0,0,1,2020-01-24 03:50:31.353
Ningxia,640000,1,0,0,0,2020-01-24 03:50:31.353
